,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Part time Jobs,Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
3786,Clarks,2018-12-01,Part Time Team Lead,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,The Hunt Corporation,2018-12-01,Comm Elec Tech II UASOCS,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3788,"Toll Brothers, Inc.",2018-12-01,Construction Manager / Superintendent,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,ENP Network,2018-12-01,PERM: Nurse Practitioner Oncology,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,Schindler Elevator Corporation,2018-12-01,Key Account Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3791,Brink's Incorporated,2018-12-01,"LLV, Messenger",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3792,ADP.com,2018-12-01,Outside Sales Apprentice,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3793,The Hunt Corporation,2018-12-01,"(RPA/UAV) Launch and Recovery (LR) Pilot II, FLEX Pool",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3795,NRHA,2018-12-01,Director - Critical Care,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3796,American Homes 4 Rent,2018-12-01,Vice President of Operations Management,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3797,American Homes 4 Rent,2018-12-01,Senior IT Program Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3798,ElderCare,2018-12-01,"Caregiver Wanted - Las Vegas, Nevada Group Home Live In Caregiver, Seeking Elder Care Provider",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,"Francesca's Collections, Inc.",2018-12-01,Assistant Store Manager - Future Opportunities,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3801,Digital Cloak,2018-12-01,Sr. Project Manager – IT PMO,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,Hand In Hand Preschool & Early Development Center,2018-12-01,Teacher - 2-3 Year Old Teacher - Early Development Center Teacher,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3803,Great Lakes Transportation,2018-12-01,Grand Canyon CDL Motor Coach Drivers Needed ASAP $15/hr plus gratuity,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,Farmers Professions,2018-12-01,Licensed Insurance Customer Service Representative,Maintenance Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,"Hunt Companies, Inc",2018-12-01,"Maintenance Technician - Nellis Family Housing (Las Vegas, NV)",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3806,Waldorf Astoria Hotels & Resorts,2018-12-01,Executive Sous Chef - Waldorf Astoria Las Vegas,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,Waldorf Astoria Hotels & Resorts,2018-12-01,Pastry Chef - Twist by Pierre Gagnaire at Waldorf Astoria Las Vegas,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,Renaissance Las Vegas,2018-12-01,Banquet Captain,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,Landry's,2018-12-01,Hotel Night Auditor - FT,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,Quest Diagnostics Incorporated,2018-12-01,"Technologist Medical I - Las Vegas, NV req19402",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3811,CVS Health,2018-12-01,Pharmacy Manager - Las Vegas Area 08 Region 62 District 10,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3812,"Anthem, Inc.",2018-12-01,(Pharmacy Services) Project Leader - Selected Anthem locations PS15716,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3813,CVS Health,2018-12-01,Pharmacy Manager - Las Vegas Area 08 Region 62 District 10,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3814,Aaron's Inc,2018-12-01,Part-Time Customer Account Advisor,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3815,H&H Enterprises,2018-12-01,Change Over Tech,Maintenance Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,Sunrise LV I LLC,2018-12-01,Hotel Night Auditor/Security,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,eAssist Dental Billing,2018-12-01,Dental Insurance Biller/AR Specialist/ Independent Contractors /Teleco,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,Market Grille Cafe,2018-12-01,line cook,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,PriorityWorkforce,2018-12-01,Food and Beverage Associate,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,JL Real Estate Development Corporation,2018-12-01,Sr Project Manager,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3821,JL Real Estate Development Corporation,2018-12-01,Administrative Manager,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3822,RNnetwork,2018-12-01,Travel RN-Medical Surgical job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3823,RNnetwork,2018-12-01,Travel RN-Labor and Delivery job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3824,RNnetwork,2018-12-01,Travel RN-ER job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3825,RNnetwork,2018-12-01,Travel RN-OR job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3826,RNnetwork,2018-12-01,Travel RN-CVOR job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3827,RNnetwork,2018-12-01,Travel RN-Pediatric job in Nevada,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3828,Care.com,2018-12-01,Babysitter Needed For 3 Children In Las Vegas,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3829,Care.com,2018-12-01,Sitter,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3830,Care.com,2018-12-01,Seeking A Special Needs Caregiver In Las Vegas.,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3831,DaVita Inc,2018-12-01,Hospital Services (Acute) Registered Nurse,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,ConAm,2018-12-01,Maintenance Director,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3834,ENP Network,2018-12-01,Advanced Practitioner Needed for Urgent Care Facility in Las Vegas,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,Bellagio ,2018-12-01,"Guest Room Attendant - Beau Rivage (Biloxi, MS)",Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,Burlington Stores,2018-12-01,Seasonal Markdown Associate,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3837,Credit One Bank,2018-12-01,Assistant Vice President Telephone Servicing,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,Papa John's Pizza,2018-12-01,Shift Manager,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,Luxottica Group,2018-12-01,"Oliver Peoples Group - Assistant Manager (Las Vegas, NV, US",Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,"U.S. Security Associates, Inc",2018-12-01,General Security Officer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3842,DaVita Inc,2018-12-01,Registered Nurse,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,Bellagio ,2018-12-01,Training Supervisor - Housekeeping (ARIA),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,Bellagio ,2018-12-01,Cook - Buffet (ARIA),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,Bellagio ,2018-12-01,Seasonal Cabana Attendant - Pool (ARIA),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,AT&T,2018-12-01,Bilingual Spanish Part Time Retail Sales Consultant,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3847,American Addiction Centers,2018-12-01,Clinical Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3848,Centene Corporation,2018-12-01,"Vice President, Compliance",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3849,DaVita Inc,2018-12-01,Dialysis Patient Care Technician,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,DaVita Inc,2018-12-01,"Regional Operations Director, Hospital Services",Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,Private Practice,2018-12-01,"Optometrist $110,000/Year ",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,Arcis Golf,2018-12-01,General Manager - Las Vegas Golf Club,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,Recruiter,2018-12-01,"Registered Nurse needed for hospital Las Vegas, NV",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,TruckerTime Xpress,2018-12-01,Dedicated Refrigerated Regional,HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,Francesca's Service Corporation,2018-12-01,Assistant Store Manager - Future Opportunities,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3859,Robert Half Finance & Accounting,2018-12-01,Tax Manager,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,Homestead Capital Group,2018-12-01,Asset Manager,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3861,Urth Caffe,2018-12-01,FOH Manager - Restaurant Manager - Shift Manager,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,"BBC Group NV, LLC",2018-12-01,Culinary Team - Quick Service Restaurant,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,"BBC Group NV, LLC",2018-12-01,Service Team - Quick Service Restaurant,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,Century Communities,2018-12-01,Superintendent,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3865,C3 Connect of Las Vegas,2018-12-01,Customer Service Representative,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,"Hooks Meng Schaan & Clement, PLLC",2018-12-01,Associate Attorney,Legal Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,Tephra Solar,2018-12-01,Solar Power Purchase Agreement Marketer,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3868,CS Recruiting,2018-12-01,Senior Financial Analyst,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,Career China,2018-12-01,Full-time Camp Counselor - language instructor,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3870,Career China,2018-12-01,Customer Service - Global Customer Service Specialist,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,Career China,2018-12-01,Global Childcare Worker - Urgent Need,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3872,"The Westin Las Vegas Hotel, Casino & Spa",2018-12-01,Payroll Master,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,OneStaff Medical,2018-12-01,Travel Registered Nurse RN Intensive Care unit ICU,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3874,Adecco Group Inc.,2018-12-01,"Parker & Lynch - Executive Recruiter - Las Vegas, NV",HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,Consolidated Electrical Distributors,2018-12-01,Management Trainee,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3878,Fresenius Medical Care North America,2018-12-01,Master Social Worker - MSW,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3879,Amazon Web Services,2018-12-01,Leave & Disability Master Consultant Trainer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3880,"Anthem, Inc",2018-12-01,Investigative Data Analyst-PS16135,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3881,"Anthem, Inc",2018-12-01,Data Science Director-PS16128,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3883,ADP,2018-12-01,Small Business Sales Trainee,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3884,Amazon Web Services,2018-12-01,IT Manager - Military Veterans,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3885,Cigna,2018-12-01,"Sr Client Manager - Over 500 - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3886,American Traveler,2018-12-01,ER Travel Nurse,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,"PharmaScript, Inc.",2018-12-01,Pharmacist in Charge,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,Heartland Express,2018-12-01,Truck Driver Job | Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3889,Reliable Pump and Motor,2018-12-01,Pump & Electric Motor Parts/Inventory/Office Duty,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,"Wells Gardner Technologies, Inc.",2018-12-01,Quality Manager,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3891,"AEG Presents, Colosseum at Caesars Palace",2018-12-01,Security Officer,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3892,Capriotti's Sandwich Shop,2018-12-01,Quick Service Restaurant Manager,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,Love's Travel Stops & Country Stores,2018-12-01,General Manager in Training - Retail,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3894,Moneytrac Technology Inc,2018-12-01,Customer Support Advocate,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,Woolfork Agency,2018-12-01,Insurance Sales Agent,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3896,Symmetry Financial Group   The Dixon Agency,2018-12-01,Regional Sales Manager,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3897,Lennar Corp,2018-12-01,Purchasing Estimator,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3898,Cornerstone Staffing Solutions,2018-12-01,Order Picker,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,"Comprehensive care services, Inc.",2018-12-01,Perfusionist,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,Eastridge Workforce Solutions   Technology & Engineering,2018-12-01,Software Engineer .NET/,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,"American Guard Services, Inc.",2018-12-01,Valet / Driver- (LICENSE 1364),Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,Eastridge Workforce Solutions   Technology & Engineering,2018-12-01,Development Ops Engineer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,Trend Nation LLC,2018-12-01,Director of Digital Content and Marketing,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3904,"Hilburn & Lein, CPAs",2018-12-01,Tax Manager,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,Eastridge Workforce Solutions   Technology & Engineering,2018-12-01,Senior Java Developer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,Family First Life East Coast Marcie,2018-12-01,Sales Representative,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3907,Empire Today,2018-12-01,Outside Sales Representative,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3908,Richmond American Homes,2018-12-01,Vice President of Land Acquisition,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3909,Teledata Technologies,2018-12-01,Service and Installation Technician,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3910,The Frusciano Agency,2018-12-01,Independent Insurance Agency Opportunity,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3911,Lardner Pappas Agency,2018-12-01,Ambitious Sales People $75K to $300K,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3912,Abby Connect,2018-12-01,Learning & Development Coordinator,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,Global Events,2018-12-01,Entry Level Positions up to Managment Positions-Management Trainee,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3914,Vehicle History,2018-12-01,Senior PHP Developer,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,Luxottica Group,2018-12-01,Sunglass Hut - Sales Associate 4263,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3916,LINK Technologies,2018-12-01,Senior BI/System Analyst,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,Care.com,2018-12-01,(OVERNIGHT) Experienced Baby Sitter Needed For My 0-6 Mo Son,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3920,Care.com,2018-12-01,"Medication Prompting And Light Housekeeping Full-time Support Needed For My Father In Las Vegas, NV.",Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3921,Care.com,2018-12-01,Babysitter Needed For My Children In Las Vegas.,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3923,Las Vegas Valley Water District,2018-12-01,Principal Management Analyst (Fundraising Team),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,U.S. Bank,2018-12-01,Teller Coordinator - Rainbow/Sahara Office (35 hrs),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,Bellagio ,2018-12-01,Assistant Chef - Carnegie Deli (The Mirage),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,Bellagio ,2018-12-01,Group Services Specialist (The Mirage),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3927,ENP Network,2018-12-01,Family Practice NP,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,Bellagio ,2018-12-01,Casino Porter - EVS (Mirage),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,Candlewood Suites,2018-12-01,"Director Outside Sales - Candlewood Suites Las Vegas, NV",Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,R&R Partners,2018-12-01,Content Creative Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3931,R&R Partners,2018-12-01,Art Director and Copywriter Team,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3932,R&R Partners,2018-12-01,Development Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
